,av_zone,bid_ratio,num_datasets,mean_instance_cost,mean_num_interr,mean_pernode_cost,mean_run_time,mean_total_cost,mean_total_time,mean_wait_time,region_x,down_rate,in_gb,instance_type,jobs_per,out_gb,out_gb_dl,price_hr,proc_time,product,s3_dl_time,s3_req_cost,s3_storage_cost,s3_total_cost,s3_upl_time,s3_xfer_cost,static_ebs_storage_cost,static_instance_cost,static_run_time,static_total_cost,static_total_time,static_wait_time,up_rate,xfer_up_time,median_instance_cost,median_num_interr,median_pernode_cost,median_run_time,median_total_cost,median_total_time,median_wait_time,region
14,ap-northeast-1a,3.5,100,297.43838446,0.554668404758,22.8527437038,25513.4916898,303.320417732,46033.8628719,2012.81562653,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,15160.0,0.00185,0.00721484474886,5.31506484475,3032.0,5.306,0.540987616438,321.375380201,24624.0,327.231432662,43131.5555556,0,18,315.555555556,186.2421,0,14.3017,24624.0,192.098152461,43131.5555556,0.0,Asia Pacific
15,ap-northeast-1a,4.0,100,297.43838446,0.554668404758,22.8527437038,25513.4916898,303.320417732,46033.8628719,2012.81562653,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,15160.0,0.00185,0.00721484474886,5.31506484475,3032.0,5.306,0.540987616438,321.375380201,24624.0,327.231432662,43131.5555556,0,18,315.555555556,186.2421,0,14.3017,24624.0,192.098152461,43131.5555556,0.0,Asia Pacific
16,ap-northeast-1a,4.5,100,322.367023717,0.0,24.7728479782,24624.0,328.223076178,43131.5555556,0.0,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,15160.0,0.00185,0.00721484474886,5.31506484475,3032.0,5.306,0.540987616438,321.375380201,24624.0,327.231432662,43131.5555556,0,18,315.555555556,186.2421,0,14.3017,24624.0,192.098152461,43131.5555556,0.0,Asia Pacific
17,ap-northeast-1a,5.0,100,322.367023717,0.0,24.7728479782,24624.0,328.223076178,43131.5555556,0.0,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,15160.0,0.00185,0.00721484474886,5.31506484475,3032.0,5.306,0.540987616438,321.375380201,24624.0,327.231432662,43131.5555556,0,18,315.555555556,186.2421,0,14.3017,24624.0,192.098152461,43131.5555556,0.0,Asia Pacific
18,ap-northeast-1a,1.0,200,487.523820991,2.10683098017,24.3158503983,55367.1225822,500.178902339,136501.524757,48970.4910634,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
19,ap-northeast-1a,1.5,200,487.638770146,2.10201583286,24.3216097715,55354.7523056,500.293431307,136479.754496,48961.0910797,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
20,ap-northeast-1a,2.0,200,487.617127773,2.09181424957,24.3205505044,55312.7653636,500.270376408,136435.152848,48958.4763731,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
21,ap-northeast-1a,2.5,200,487.226836416,2.08438749694,24.3010640113,55270.7548356,499.878649102,136383.00415,48948.3382029,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
22,ap-northeast-1a,3.0,200,914.833410332,0.844609483392,45.7090285514,50742.0591692,927.147507963,86213.4638737,3307.49359341,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
23,ap-northeast-1a,3.5,200,914.833410332,0.844609483392,45.7090285514,50742.0591692,927.147507963,86213.4638737,3307.49359341,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
24,ap-northeast-1a,4.0,200,914.833410332,0.844609483392,45.7090285514,50742.0591692,927.147507963,86213.4638737,3307.49359341,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
25,ap-northeast-1a,4.5,200,989.914853882,0.0,49.4657426941,49248.0,1002.16723244,81411.9111111,0.0,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
26,ap-northeast-1a,5.0,200,989.914853882,0.0,49.4657426941,49248.0,1002.16723244,81411.9111111,0.0,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,30320.0,0.0037,0.0288593789954,10.644559379,6064.0,10.612,1.60781917808,988.462708311,49248.0,1000.71508687,81411.9111111,0,18,631.111111111,572.668,0,28.6034,49248.0,584.920378557,81411.9111111,0.0,Asia Pacific
27,ap-northeast-1a,1.0,500,983.900136713,2.63320786282,49.0933128164,108770.01949,1014.44577719,257887.700823,71133.503555,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,75800.0,0.00925,0.180371118721,26.7196211187,15160.0,26.53,3.19517589041,1976.84541662,98496.0,2006.76021363,176480.177778,0,18,1577.77777778,1145.256,0,57.2068,98496.0,1175.17079701,178223.177778,212.0,Asia Pacific
28,ap-northeast-1a,1.5,500,984.133660427,2.62459222083,49.1050125905,108744.717942,1014.67845828,257845.699066,71116.8033459,Asia Pacific,20,0.0071,c3.8xlarge,8,0.379,0.379,3.52808110111,24624.0,Linux/UNIX,75800.0,0.00925,0.180371118721,26.7196211187,15160.0,26.53,3.19517589041,1976.84541662,98496.0,2006.76021363,176480.177778,0,18,1577.77777778,1145.256,0,57.2068,98496.0,1175.17079701,178180.177778,212.0,Asia Pacific
