,av_zone,down_rate,in_gb,instance_type,jobs_per,num_datasets,out_gb,out_gb_dl,price_hr,proc_time,product,s3_dl_time,s3_req_cost,s3_storage_cost,s3_total_cost,s3_upl_time,s3_xfer_cost,static_ebs_storage_cost,static_instance_cost,static_run_time,static_total_cost,static_total_time,static_wait_time,up_rate,xfer_up_time
73,eu-west-1b,20,0.0071,c3.8xlarge,8,100,0.379,0.379,1.912,24624.0,Linux/UNIX,15160.0,0.002,0.00655894977169,3.41955894977,3032.0,3.411,0.495905315068,174.216,24624.0,178.131464265,43131.5555556,0,18,315.555555556
74,eu-west-1b,20,0.0071,c3.8xlarge,8,200,0.379,0.379,1.912,24624.0,Linux/UNIX,30320.0,0.004,0.0262357990868,6.85223579909,6064.0,6.822,1.47383424658,535.78,49248.0,544.106070046,81411.9111111,0,18,631.111111111
75,eu-west-1b,20,0.0071,c3.8xlarge,8,500,0.379,0.379,1.912,24624.0,Linux/UNIX,75800.0,0.01,0.163973744292,17.2289737443,15160.0,17.055,2.92891123288,1071.504,98496.0,1091.66188498,176480.177778,0,18,1577.77777778
76,eu-west-1b,20,0.0071,c3.8xlarge,8,1000,0.379,0.379,1.912,24624.0,Linux/UNIX,151600.0,0.02,0.655894977169,34.7858949772,30320.0,34.11,5.07612328767,1836.92,172368.0,1876.78201826,328336.355556,0,18,3155.55555556
77,eu-west-1b,20,0.0071,c3.8xlarge,8,2000,0.379,0.379,1.912,24624.0,Linux/UNIX,303200.0,0.04,2.62357990868,70.8835799087,60640.0,68.22,9.49997369863,3405.936,320112.0,3486.31955361,632048.711111,0,18,6311.11111111
78,eu-west-1b,20,0.0071,c3.8xlarge,8,5000,0.379,0.379,1.912,24624.0,Linux/UNIX,758000.0,0.1,16.3973744292,187.047374429,151600.0,170.55,24.0576569863,8380.832,787968.0,8591.93703142,1562958.57778,0,18,15777.7777778
79,eu-west-1b,20,0.0071,c3.8xlarge,8,10000,0.379,0.379,1.912,24624.0,Linux/UNIX,1516000.0,0.2,65.5894977169,406.889497717,303200.0,341.1,49.7084334247,16493.788,1551312.0,16950.3859311,3101293.15556,0,18,31555.5555556
80,eu-west-1c,20,0.0071,c3.8xlarge,8,50,0.379,0.379,1.912,24624.0,Linux/UNIX,7580.0,0.001,0.00163973744292,1.70813973744,1516.0,1.7055,0.283684273973,93.912,24624.0,95.9038240114,33877.7777778,0,18,157.777777778
81,eu-west-1c,20,0.0071,c3.8xlarge,8,100,0.379,0.379,1.912,24624.0,Linux/UNIX,15160.0,0.002,0.00655894977169,3.41955894977,3032.0,3.411,0.495905315068,174.216,24624.0,178.131464265,43131.5555556,0,18,315.555555556
82,eu-west-1c,20,0.0071,c3.8xlarge,8,200,0.379,0.379,1.912,24624.0,Linux/UNIX,30320.0,0.004,0.0262357990868,6.85223579909,6064.0,6.822,1.47383424658,535.78,49248.0,544.106070046,81411.9111111,0,18,631.111111111
83,eu-west-1c,20,0.0071,c3.8xlarge,8,500,0.379,0.379,1.912,24624.0,Linux/UNIX,75800.0,0.01,0.163973744292,17.2289737443,15160.0,17.055,2.92891123288,1071.504,98496.0,1091.66188498,176480.177778,0,18,1577.77777778
84,eu-west-1c,20,0.0071,c3.8xlarge,8,1000,0.379,0.379,1.912,24624.0,Linux/UNIX,151600.0,0.02,0.655894977169,34.7858949772,30320.0,34.11,5.07612328767,1836.92,172368.0,1876.78201826,328336.355556,0,18,3155.55555556
85,eu-west-1c,20,0.0071,c3.8xlarge,8,2000,0.379,0.379,1.912,24624.0,Linux/UNIX,303200.0,0.04,2.62357990868,70.8835799087,60640.0,68.22,9.49997369863,3405.936,320112.0,3486.31955361,632048.711111,0,18,6311.11111111
86,eu-west-1c,20,0.0071,c3.8xlarge,8,5000,0.379,0.379,1.912,24624.0,Linux/UNIX,758000.0,0.1,16.3973744292,187.047374429,151600.0,170.55,24.0576569863,8380.832,787968.0,8591.93703142,1562958.57778,0,18,15777.7777778
87,eu-west-1c,20,0.0071,c3.8xlarge,8,10000,0.379,0.379,1.912,24624.0,Linux/UNIX,1516000.0,0.2,65.5894977169,406.889497717,303200.0,341.1,49.7084334247,16493.788,1551312.0,16950.3859311,3101293.15556,0,18,31555.5555556
88,sa-east-1a,20,0.0071,c3.8xlarge,8,50,0.379,0.379,2.6,24624.0,Linux/UNIX,7580.0,0.0014,0.00223004292237,4.74113004292,1516.0,4.7375,0.490000109589,127.832,24624.0,133.063130153,33877.7777778,0,18,157.777777778
89,sa-east-1a,20,0.0071,c3.8xlarge,8,100,0.379,0.379,2.6,24624.0,Linux/UNIX,15160.0,0.0028,0.0089201716895,9.48672017169,3032.0,9.475,0.856563726027,237.032,24624.0,247.375283898,43131.5555556,0,18,315.555555556
90,sa-east-1a,20,0.0071,c3.8xlarge,8,200,0.379,0.379,2.6,24624.0,Linux/UNIX,30320.0,0.0056,0.035680686758,18.9912806868,6064.0,18.95,2.54571369863,728.81,49248.0,750.346994385,81411.9111111,0,18,631.111111111
91,sa-east-1a,20,0.0071,c3.8xlarge,8,500,0.379,0.379,2.6,24624.0,Linux/UNIX,75800.0,0.014,0.223004292237,47.6120042922,15160.0,47.375,5.05902849315,1457.512,98496.0,1510.18303279,176480.177778,0,18,1577.77777778
92,sa-east-1a,20,0.0071,c3.8xlarge,8,1000,0.379,0.379,2.6,24624.0,Linux/UNIX,151600.0,0.028,0.89201716895,95.6700171689,30320.0,94.75,8.76784931507,2498.7,172368.0,2603.13786648,328336.355556,0,18,3155.55555556
93,sa-east-1a,20,0.0071,c3.8xlarge,8,2000,0.379,0.379,2.6,24624.0,Linux/UNIX,303200.0,0.056,3.5680686758,193.124068676,60640.0,189.5,16.4090454795,4632.968,320112.0,4842.50111416,632048.711111,0,18,6311.11111111
94,sa-east-1a,20,0.0071,c3.8xlarge,8,5000,0.379,0.379,2.6,24624.0,Linux/UNIX,758000.0,0.14,22.3004292237,496.190429224,151600.0,473.75,41.5541347945,11400.096,787968.0,11937.840564,1562958.57778,0,18,15777.7777778
95,sa-east-1a,20,0.0071,c3.8xlarge,8,10000,0.379,0.379,2.6,24624.0,Linux/UNIX,1516000.0,0.28,89.201716895,1036.98171689,303200.0,947.5,85.8600213699,22435.814,1551312.0,23558.6557383,3101293.15556,0,18,31555.5555556
96,sa-east-1b,20,0.0071,c3.8xlarge,8,50,0.379,0.379,2.6,24624.0,Linux/UNIX,7580.0,0.0014,0.00223004292237,4.74113004292,1516.0,4.7375,0.490000109589,127.832,24624.0,133.063130153,33877.7777778,0,18,157.777777778
97,sa-east-1b,20,0.0071,c3.8xlarge,8,100,0.379,0.379,2.6,24624.0,Linux/UNIX,15160.0,0.0028,0.0089201716895,9.48672017169,3032.0,9.475,0.856563726027,237.032,24624.0,247.375283898,43131.5555556,0,18,315.555555556
